ID_code,target,0,1,2,3,4,5,6,7,8,9
31,0,0.235289817,0.080859988,0.094993824,-0.11359883,0.070643092,-0.075192181,0.152814857,0.0499828,-0.163909251,-0.281053563
32,0,0.034697731,-0.00959057,0.009551054,0.048337495,-0.209106061,-0.100234807,0.007244039,-0.086494111,0.096746433,-0.033661611
33,0,-0.045461037,-0.217278728,0.083865923,0.160161523,-0.157509725,-0.025363116,0.049319961,0.076880046,-0.118265292,-0.201062073
34,0,-0.127529984,-0.147444011,0.070724911,-0.025718368,0.088739485,0.045196888,0.043792049,-0.067539438,-0.176571496,0.07326873
35,0,-0.127023054,-0.060807415,-0.196220043,-0.015356572,-0.379568855,0.04330311,0.121789421,-0.034545473,0.258227948,-0.051541903
36,0,0.342072175,-0.105467492,0.007511097,-0.034885609,0.008673606,-0.182653055,0.041277626,0.003173008,0.143224417,0.165372781
37,0,0.118095693,0.056873033,-0.20614988,0.30419183,0.092721513,-0.083072578,0.031683977,-0.019179643,0.03243839,-0.107220638
38,0,-0.235154325,0.134312519,-0.084373433,-0.08114115,-0.000736025,0.103601895,-0.146683795,-0.1382793,-0.076822039,0.148896368
39,0,-0.203380378,0.232999762,-0.251767533,0.078200037,-0.052774192,-0.113075918,0.229015723,-0.128149047,-0.053901515,-0.087014013
40,0,0.295102642,0.028866758,-0.095532044,0.165576504,0.154943283,-0.116342398,0.144688813,0.00668814,0.08656148,0.029297089
41,0,-0.250863599,-0.203203821,0.090707602,0.130280473,0.231566478,0.003559242,-0.05470007,-0.028762669,0.169134812,0.047603235
42,0,-0.150510337,-0.134124223,0.330192607,-0.171875105,0.083443957,0.145957437,-0.176171553,-0.138520537,-0.014865021,-0.109809018
43,0,0.00621164,0.00311505,-0.190706279,-0.030548678,-0.047133195,0.133228233,-0.101967128,-0.042729307,0.074557519,0.070066672
44,0,0.051551012,0.064040465,-0.077950128,0.077779592,-0.217311453,-0.022174379,0.155135093,-0.02748942,-0.113882286,-0.008186974
45,0,-0.070872741,0.123941388,0.106138592,-0.055421132,0.016735605,-0.115349145,-0.063003544,-0.027788218,-0.02928234,0.216640516
46,0,-0.134350265,-0.208235803,0.105333719,0.102159614,-0.211293514,0.021295582,-0.010505261,0.202602597,-0.191121266,-0.079975814
47,0,-0.047869249,0.281289388,-0.118199647,0.005824792,0.002093126,-0.034376928,0.012456676,0.087916057,-0.019838727,-0.002859997
48,0,-0.271154778,-0.159877101,-0.05676547,-0.052925854,0.025585843,-0.005308476,0.0895461,0.097247096,-0.080427773,-0.236956046
49,0,-0.156075395,-0.138046603,-0.178578829,0.041974945,0.061444192,0.025761536,-0.035240677,0.079650031,-0.113956281,-0.131409978
50,0,0.065837506,0.068907642,0.093122361,-0.11618211,0.180482183,0.014273937,0.142028426,0.021072086,0.018618053,0.003013717
51,0,0.135138921,0.117948437,0.091266911,0.193908561,0.149239177,0.074397404,-0.196651977,0.110827053,-0.139374911,0.175579091
52,0,0.24147343,0.067660872,-0.076507451,-0.155289865,-0.215649235,0.003636701,0.040882423,-0.121900859,-0.0936717,-0.069630191
53,0,-0.143253242,0.101282417,0.030519372,0.030532934,-0.141276247,0.14676343,-0.054596108,-0.108861994,-0.003937492,-0.007490175
54,0,0.088317208,-0.096096557,0.027317274,0.107391007,0.105662739,-0.135348746,0.153767908,-0.129091495,-0.070111748,-0.080201193
55,0,-0.080043359,0.064241651,-0.141856874,0.218633085,-0.255364851,-0.221595866,0.01299272,0.125088383,0.101364696,0.030669331
56,0,0.128672867,0.099359294,0.014753443,-0.053489682,-0.090655616,-0.003587716,-0.165021931,0.116287487,0.064078325,0.064065824
57,0,0.185484937,0.027639026,0.04639369,0.168125932,0.082825385,-0.175205246,0.232515654,0.170146768,0.026498717,-0.072225057
58,0,-0.070355003,0.058576475,-0.049002191,0.144131341,0.068875542,-0.087913165,0.117848763,0.040895967,-0.173938171,-0.176679363
59,0,0.333526197,-0.06721965,-0.25236836,-0.039425507,-0.073350014,0.063058338,0.101097191,-0.03293419,0.186971876,0.0211073
60,0,0.021613803,0.176225444,-0.175519162,0.011881658,-0.153746453,0.095672737,-0.105617709,-0.122582658,0.172819507,-0.04058231
61,0,0.21394327,0.035937694,0.091595683,0.014053369,0.168379416,0.128506318,-0.102475822,0.081615789,-0.13829622,-0.101324184
62,0,-0.003182193,0.102978187,0.187013024,-0.070860053,0.00430484,-0.011651721,-0.062319892,0.225704931,-0.045746926,-0.027043714
63,0,-0.013235362,-0.013420881,0.334849295,-0.240313089,0.17122194,0.055042232,0.115749959,-0.119953601,-0.079570378,-0.036197539
64,0,-0.042536185,0.235507204,0.193965309,-0.167393304,-0.068628227,-0.005066712,-0.003756563,0.078028521,-0.046798349,0.212366488
65,0,0.132843442,-0.066783553,-0.193174773,0.114960487,0.128929738,0.043256136,-0.029591781,-0.072628165,-0.120032711,-0.141898159
66,0,0.205205655,-0.172346458,-0.208537085,-0.208748969,-0.111350763,0.109682636,-0.021258324,0.179270296,-0.008217635,0.076352536
67,0,0.121840709,0.110511809,-0.306237967,-0.056529812,-0.092645243,-0.010093473,0.025532645,0.045396229,0.103121596,-0.034986208
68,0,0.055273142,0.09414628,0.269129433,0.076291739,-0.021875727,0.054315732,-0.093550762,-0.100135283,0.017113323,-0.162000514
69,0,-0.079527063,0.251348302,0.178398378,-0.100416812,0.007755422,0.100736056,-0.266769722,0.084896733,-0.145319224,0.011083463
70,0,0.270685958,0.040314961,-0.108852839,-0.037525446,-0.047949666,-0.101526225,0.079578546,0.128728623,-0.117346165,-0.097553638
71,0,0.074603959,-0.082814019,-0.069659493,0.149059049,0.245357663,-0.223600477,-0.00374053,-0.107962022,-0.176720772,-0.163521043
72,0,0.312006814,-0.142215229,-0.208220835,0.024096927,-0.091810217,-0.064579579,-0.065423234,0.023125238,-0.068527427,0.08008008
73,0,-0.254980046,-0.108402247,0.070748482,-0.016708523,0.117626464,-0.028637767,0.005317834,0.049063356,0.213398011,-0.06997763
74,0,-0.253979183,-0.003823426,0.098721094,0.071648351,-0.064825732,-0.114619935,0.118796638,0.046259323,0.231766338,0.034717898
75,0,0.027179015,-0.021982119,0.367009098,-0.131468748,0.14417402,0.174330671,-0.093135472,0.025809255,0.008133959,-0.034499176
76,0,-0.047750984,-0.092237716,0.193690289,0.149149202,-0.018724499,-0.127304237,0.049176934,0.180493951,0.008213881,0.025131303
77,0,-0.12926412,0.063414502,-0.069522295,-0.115802811,0.114958393,-0.216201828,0.160861171,-0.023380942,0.039173656,-0.068890121
78,0,0.090981969,0.077124799,-0.037247165,0.159897188,-0.214255051,0.020987012,-0.243650239,-0.161140503,0.083426582,-0.040910766
79,0,-0.213894194,-0.119198994,0.115292401,-0.150796015,-0.082151457,-0.084537045,-0.095491551,0.069433462,0.125934361,0.09571179
80,0,-0.155425519,-0.040628211,-0.069799561,0.182483752,0.125018964,-0.056716459,-0.135834959,0.242847012,0.110536442,-0.07218786
81,0,0.120095586,0.149263608,0.07968227,-0.192776684,-0.057429346,-0.112528587,-0.126075835,-0.074574569,0.173424838,-0.071285777
82,0,-0.217337001,-0.08691874,0.100605717,-0.073221125,-0.063644474,0.049541655,0.203297313,0.111572229,0.017708766,0.07791951
83,0,0.068686763,-0.009179949,0.124754977,0.019099809,0.007873885,0.050048681,0.071159399,0.138010624,0.156268785,-0.056947742
84,0,0.107975904,-0.245807744,-0.125215761,-0.061402518,-0.037122882,0.02591433,-0.018970547,-0.025192153,0.157612434,0.10697485
85,0,-0.103483676,0.150154027,-0.054769347,-0.021857033,-0.089640523,-0.211050984,-0.070719648,-0.198847121,0.020673214,-0.052173828
86,0,-0.156753991,0.018803348,0.086401175,-0.24347264,0.145500916,0.091006538,0.07878103,-0.00384692,0.117222644,0.116969412
87,0,-0.245366783,0.031054104,-0.060277022,0.090351032,-0.028085165,0.016546695,0.002386954,0.114499934,0.095677755,-0.012191494
88,0,0.072653846,-0.124185792,-0.316598554,-0.097887271,0.032732249,-0.041868955,-0.196664731,-0.086510653,-0.223945651,0.060368921
89,0,-0.03566736,-0.080952348,-0.207513117,0.247102584,0.07245266,-0.12868027,-0.034341275,0.218721906,-0.006590415,0.019853481
90,0,-0.170229906,-0.07623165,0.100710993,-0.066089352,0.034580707,-0.083024681,-0.107988102,0.151287592,-0.015918064,0.085205581
91,0,0.253686175,-0.211691744,0.096213291,0.024275876,-0.026778809,0.019975911,-0.124156053,0.147010724,0.075608036,0.058685981
92,0,0.209850715,0.267056799,0.283339933,0.170115575,0.10768354,0.162088753,0.072847769,0.076432812,0.140895931,0.038233707
93,0,-0.099124759,0.331061069,0.10074605,0.029641437,0.233069481,-0.037160728,0.238822314,0.032810135,0.136769762,-0.208055251
94,0,-0.045598118,-0.077864279,-0.056855864,-0.105045092,-0.018926906,0.106752614,-0.053417379,-0.265167083,0.080425088,-0.144181594
95,0,0.012043034,-0.052673215,0.228304001,0.053993733,-0.067340281,0.023304205,0.074319435,-0.005568347,-0.08577806,-0.103707962
96,0,0.185043478,0.040579688,-0.032107388,-0.126254841,0.095935371,-0.078331968,-0.04174674,-0.237601086,0.063481999,0.012207599
97,0,-0.113746579,-0.111830736,0.291835409,-0.027210294,-0.059328197,0.049286948,0.039318708,-0.015318036,-0.062140039,0.13406168
98,0,-0.111283295,0.10692663,-0.139530988,0.003527881,0.179186106,-0.114516664,-0.00685919,-0.031741384,0.256233345,-0.017703147
99,0,0.478570718,0.298666886,-0.143357283,-0.129304612,-0.186231556,0.12447967,-0.064913673,-0.151235257,-0.123290075,0.145989308
100,0,-0.017317913,0.190772584,-0.192903358,-0.028417906,-0.252713511,0.07390495,-0.067759,0.063617271,-0.084939835,-0.165644509
101,0,-0.201519219,0.186033895,-0.211413504,-0.05485208,-0.042554331,-0.047091231,0.023573708,0.005254906,-0.070647061,0.04868847
102,0,0.199242866,-0.104602623,-0.023739235,0.084069626,-0.034054267,-0.012264851,0.156038108,0.16923247,-0.08155646,-0.004618417
103,0,0.112597676,0.132044818,-0.206140563,0.004707925,0.02875924,-0.113865276,-0.001273327,-0.145177024,0.207941613,0.18085006
104,0,0.132084873,-0.046000224,0.042061037,-0.139176691,-0.004105406,-0.186039964,0.159345058,0.049764551,0.217251186,-0.01037682
105,0,-0.07835222,0.184444569,-0.099057671,-0.10646492,0.038198942,-0.028296216,-0.066656501,0.107931359,-0.144731845,-0.001722366
106,0,-0.216504176,0.287917121,0.162942707,0.112859051,-0.03230992,0.026126022,0.123167629,0.013121353,0.058552629,-0.199720035
107,0,-0.267339437,-0.043219033,-0.376435979,-0.07006778,-0.001316779,0.113103561,-0.256012829,0.133437922,-0.091740176,0.105362673
108,0,0.215364644,-0.194284607,0.108241825,0.164953222,-0.156355702,0.159058245,-0.191318005,-0.051380178,-0.124137085,-0.021441645
109,0,-0.017046624,0.215704811,-0.023794331,0.225935679,-0.031699058,-0.009990614,-0.07463624,0.149962852,-0.042255072,-0.066933726
110,0,-0.078822734,0.022716523,-0.022220806,-0.046274774,0.129917052,-0.039656665,0.008903422,-0.220794908,0.16264925,0.155856827
111,0,0.037484536,-0.145964576,-0.056039594,0.029607866,0.042856698,0.034182418,0.062262855,-0.076609989,-0.031187751,-0.062257656
112,0,0.108934022,-0.060653127,-0.024450984,0.228776818,0.025093085,-0.00335897,0.062639985,-0.114750512,0.221699302,0.152399533
113,0,0.008530111,-0.199226437,0.159588943,0.252049618,0.017491141,-0.014996827,-0.132737949,0.160891964,-0.059947107,0.170603189
114,0,-0.117123914,0.207038847,0.03917356,-0.015007345,-0.044247821,0.159255922,-0.083513153,0.060405492,0.071377259,0.047627526
115,0,-0.102733318,0.097447902,0.096500596,0.136577846,-0.082539905,0.218314968,-0.184401596,0.026767261,0.19724806,0.068441756
116,0,0.057294236,-0.043631696,-0.136325118,0.029297281,-0.039506386,0.193274744,0.130942545,-0.167674433,0.067690842,0.144133959
117,0,-0.150465099,-0.012852123,-0.286199982,-0.240629855,-0.090923584,0.036677729,0.252867607,-0.144065461,0.071680077,-0.075885796
118,0,0.072669639,0.077093503,0.162097567,0.117361721,0.036006928,0.143157276,0.106445534,0.105485766,0.007608455,0.131659509
119,0,-0.060616478,0.283899457,-0.011894075,0.017758337,-0.118638608,0.09732948,0.098660457,-0.056294363,-0.125236993,-0.112282072
120,0,-0.112631877,-0.045962088,0.094332182,-0.00215343,-0.240341113,0.012727384,-0.068591963,0.078435639,-0.077579965,-0.131529842
121,0,-0.21515177,0.111421316,0.163374615,-0.28039801,0.015989806,0.132942411,0.043679075,0.032687272,-0.017455837,-0.064311214
122,0,0.057589181,0.275585116,0.070141437,0.111424728,0.094905448,-0.053369498,-0.029171341,-0.295117261,-0.073160823,-0.016219056
123,0,-0.294507002,0.022806008,-0.013630976,0.197508183,-0.043046516,-0.096943721,-0.099718684,0.039819889,-0.328549167,0.048472412
124,0,-0.304328131,0.06399568,-0.081426312,-0.033510016,-0.035982291,-0.214449896,0.04129244,0.10720564,0.060663656,-0.089170152
125,0,0.117072529,0.030729185,-0.014081589,-0.244629602,0.072120679,-0.177370411,-0.064610332,-0.071820958,-0.180038214,0.277131793
126,0,-0.298324529,-0.135489739,0.049246702,-0.088382932,0.250344138,0.01104112,-0.178387478,-0.131307249,-0.031053594,0.147107746
127,0,-0.173634313,-0.143391247,0.257488123,-0.172767183,-0.284474832,-0.147072951,0.180280345,-0.269899205,-0.038636729,0.117084908
128,0,-0.119185769,0.023631924,-0.030030077,0.10884518,0.162088922,0.041277045,0.020308793,0.175290549,0.043466006,0.117680809
129,0,0.324192156,0.036549693,0.083121872,-0.08608435,0.116535474,-0.002704324,-0.126962567,-0.085815718,-0.028423217,0.111129486
130,0,0.043187704,-0.103334305,-0.162596174,-0.285559349,0.089566177,-0.007958144,0.001285119,0.003025529,-0.109868989,-0.091702095
131,0,0.205984822,0.057805811,0.043515618,0.013299562,-0.347131722,0.015789789,-0.019178898,0.100765248,-0.197939265,-0.032460896
132,0,-0.100968806,-0.262248093,-0.058470874,0.138866524,-0.300976276,0.121558487,0.145786069,0.184635558,0.014824431,-0.166599787
133,0,-0.092688793,-0.141736085,0.220391588,-0.058056039,0.015603219,0.020364744,-0.198514973,-0.125494837,0.101128941,-0.256134097
134,0,-0.515337175,-0.023584275,0.03647205,0.043782851,-0.132695898,-0.11246606,-0.132533073,-0.050422595,-0.035390848,0.112941308
135,0,0.236580487,0.036861312,0.263313306,-0.118494882,-0.165741589,0.076686413,-0.055077655,0.029322797,-0.19773252,-0.078585752
136,0,0.076840419,-0.00627055,0.022248943,-0.1465286,-0.020537717,-0.046854595,-0.021584216,-0.019396651,-0.153424768,-0.046854791
137,0,-0.016600304,0.21299888,0.06283295,-0.105382179,0.285680836,-0.026315822,0.062151101,-0.031077032,-0.039481861,0.016736493
138,0,0.030526305,-0.157719969,0.176235397,-0.231906202,0.064416007,-0.097308662,0.046535361,-0.009658824,-0.043172797,-0.011064526
139,0,0.086164449,-0.253545916,0.068358297,0.180994636,-0.058555991,0.257149242,-0.0646582,-0.109789907,0.165814635,0.088224452
140,0,0.117339569,0.187466585,-0.005218002,0.170901739,-0.063328885,-0.137189356,-0.054890652,0.136865513,0.079382089,-0.219942506
141,0,-0.046880304,-0.018488902,-0.141447267,0.06664181,0.157941064,-0.170516046,-0.055191048,-0.064440957,0.010438136,-0.081028615
142,0,-0.256343786,-0.024827478,0.315487752,-0.121429177,0.139247636,-0.151095433,0.02808463,-0.230226172,0.080206943,-0.075801254
143,0,-0.112793565,-0.136403845,-0.034435185,-0.110826424,-0.217972833,0.025212184,-0.058564832,-0.034083556,-0.05193894,-0.112464887
144,0,0.190245214,-0.075201061,-0.010303454,-0.106530855,0.076311642,0.164275421,-0.008444081,-0.202181278,0.047745142,-0.155118463
145,0,-0.064692754,-0.11148326,0.100711376,-0.133190722,-0.097150313,0.068509443,-0.040512665,0.013298081,-0.066182477,0.012518125
146,0,0.034597015,-0.267184141,0.03758146,0.245680302,0.007575418,0.072772538,-0.061710893,-0.101519784,0.110578577,0.008985788
147,0,0.127979491,0.154476481,0.260962556,-0.033679535,-0.004137647,-0.090784733,-0.218752601,-0.122284809,-0.197186666,-0.083045876
148,0,0.19229655,0.080631622,-0.173938976,0.039810316,0.16163449,-0.000775196,-0.047116216,0.071674269,-0.003992679,0.165212765
149,0,-0.049336055,-0.087212617,0.182366253,0.061117679,0.096321851,-0.042556195,-0.211039122,-0.09002384,-0.057536676,0.003599957
150,0,-0.02308733,0.013298848,-0.051759296,-0.033530119,-0.062119379,-0.191135548,0.091344824,-0.115862489,0.078840326,0.012924397
151,0,0.311081594,-0.050099159,0.061823495,-0.038151826,-0.056097342,0.142457069,0.130443299,0.067643497,-0.068486363,-0.130546628
152,0,-0.29320973,-0.021850749,0.028462408,-0.098728193,-0.1548534,-0.191786008,-0.044996337,-0.07099424,0.143214178,-0.158837314
153,0,-0.300537475,-0.110870078,-0.12574661,0.186634093,-0.19113244,0.108768304,0.199760792,0.008217436,0.100783374,0.061337682
154,0,0.056128591,0.123440823,-0.040988629,-0.111992714,0.158540263,-0.18239979,0.255390017,-0.130872947,-0.188836254,-0.181345383
155,0,0.009367473,-0.118921521,0.06029233,0.037273649,-0.104185537,0.065589654,0.142919712,0.000268554,0.114623308,-0.027202316
156,0,-0.228682182,0.137912788,-0.022626924,-0.074438103,-0.286950042,-0.055366803,-0.214480646,0.013960725,0.069360172,-0.195876801
157,0,0.14791175,-0.083257476,-0.134000343,-0.188086602,-0.126872974,-0.080944392,-0.128284592,-0.027528523,0.049734875,-0.167016411
158,0,-0.014766593,0.065917532,0.020385299,0.202560401,0.119211862,-0.165805918,-0.16086745,-0.103785014,-0.259751339,0.05893541
159,0,0.066964081,0.202123797,0.125174603,-0.205599364,-0.046199258,-0.039090854,-0.191383021,-0.009637217,-0.121289001,-0.186266901
160,0,-0.085238498,0.199657911,0.199168466,-0.066070052,-0.164260349,0.015106562,-0.036619145,-0.040373423,0.096417617,-0.023953509
161,0,-0.000844007,-0.054856897,-0.01442252,0.029835004,0.294801807,0.03660151,0.001021765,-0.095704979,0.059580218,-0.035641815
162,0,0.166741434,0.0151338,-0.276990152,-0.064191811,0.135695221,-0.010820266,-0.040835393,0.103287094,-0.087375391,-0.020739658
163,0,-0.069342415,0.054467547,-0.053531757,0.187022172,0.043719665,-0.170818631,-0.012104883,0.194127819,-0.057036029,-0.018406867
164,0,0.078064978,-0.080140285,0.043954401,-0.034602258,0.225229146,-0.082134126,-0.062653044,0.026966825,-0.04132501,0.046535766
165,0,-0.079393067,0.103736965,-0.006902338,-0.026394721,-0.085129594,0.073493756,-0.105066535,0.234040027,-0.131177677,0.043363315
166,0,0.361314062,0.009228214,0.040698105,-0.065578113,-0.025156414,-0.063627278,-0.092850407,0.158716115,0.095791558,-0.082413758
167,0,0.065387237,-0.044636913,0.104461538,-0.201335126,-0.11659345,0.041509318,0.05511106,0.009197745,0.004148869,-0.01575933
168,0,-0.068375431,0.083051887,-0.211420196,0.095360767,-0.028940837,0.102583896,0.029328829,-0.070518596,0.081451114,0.162063027
169,0,-0.081580216,-0.125303266,-0.276932261,0.074257246,0.036578663,0.155620792,0.111188534,0.071495869,0.132558663,-0.03493538
170,0,0.085902697,0.114942677,-0.024895326,-0.104531208,0.20983157,-0.06048657,0.197256043,-0.037255299,0.111543053,-0.001658868
171,0,0.047903839,-0.186654631,-0.002893936,-0.196767372,-0.06421956,-0.061637093,0.139331174,-0.159165823,-0.129317416,-0.019472268
172,0,0.034810423,-0.147738581,-0.011536932,-0.228528782,-0.052401276,-0.082336624,0.233759727,0.073005899,-0.029291139,-0.243539683
173,0,-0.220424267,0.340772231,-0.072532706,0.085429005,-0.083623479,-0.005219691,0.10320022,-0.038039182,-0.101432259,0.127604414
174,0,-0.092016426,-0.068065237,0.179968293,0.022205796,0.022361335,-0.037704624,0.049640888,0.076302258,-0.249632991,0.076348741
175,0,-0.108404578,0.339190703,-0.139695582,-0.109082845,0.071141773,-0.090900171,0.052994219,0.029450697,-0.103393036,0.091928348
176,0,0.300138299,-0.189211629,0.124364461,0.153831409,-0.098793625,0.022560143,0.124935722,-0.12841022,-0.108213415,-0.135723397
177,0,0.160466427,-0.016737852,0.075278321,0.023565932,0.014778693,-0.046434918,-0.140274531,0.160268795,0.185615735,-0.15664532
178,0,-0.077338705,0.014566992,-0.007466045,-0.239716286,-0.11227708,-0.003449667,0.013480608,-0.125702267,0.098587737,0.064166739
179,0,0.095157878,-0.089217379,-0.069365436,-0.054774037,-0.120527809,0.008929244,-0.018574951,0.040722381,-0.159466707,-0.011330992
180,0,0.324887037,0.003054882,0.00692588,-0.010367022,-0.251154648,-0.02193972,-0.039856471,-0.194574341,-0.085658914,0.036210872
181,0,-0.001414794,-0.045829932,-0.149232936,0.15907287,-0.113580539,0.017889306,-0.005053309,0.025606949,0.074114376,-0.036620288
182,0,-0.062177725,0.038541862,-0.286672815,0.039367294,-0.078217305,0.024398926,0.043457182,-0.13451833,0.208643565,0.039279085
183,0,0.30557319,0.229839476,-0.117531663,0.082427262,0.126187037,0.131986272,-0.025659869,-0.210001777,-0.03360587,-0.06165388
184,0,0.076694809,0.066422758,-0.138323068,0.032302386,-0.060752741,0.430241287,0.060151418,-0.007446499,-0.060461456,0.086291493
185,0,-0.400156397,-0.137868932,0.126740939,0.155827187,-0.285578416,0.055649708,-0.165575286,0.120206898,0.019668999,-0.038904169
186,0,-0.146148305,0.025829001,0.247019168,-0.125718843,-0.1484313,0.048679931,0.035305486,0.089541284,-0.138908529,0.214029248
187,0,0.183072271,-0.023849953,0.082561007,-0.144694827,-0.068704049,0.064392585,0.072851139,0.019561804,0.165685683,0.083902155
188,0,0.17908006,0.09597106,0.073927983,0.085814633,-0.164802762,-0.12460754,0.070111311,-0.020763773,-0.146891561,-0.046671251
189,0,-0.006825852,-0.182687462,-0.174063065,0.07006186,-0.018153288,-0.151626431,-0.039770151,0.001537943,0.114752647,0.235281509
190,0,0.176892621,-0.29067849,-0.163826804,0.044732675,0.054964329,0.116840719,0.167325008,-0.070894201,-0.014968458,-0.04172599
191,0,0.078542433,-0.013347154,0.016543038,-0.235394674,-0.003313895,-0.0263397,0.034107257,0.125475187,-0.191441529,-0.087239961
192,0,-0.019359836,0.077833785,0.21314236,-0.063477245,0.132226344,-0.033917692,0.053668569,-0.030128643,-0.285943133,0.122845208
193,0,-0.219827945,0.070443009,0.099286679,0.180455076,-0.089572397,0.2091726,0.032922267,-0.018698632,-0.04990866,0.053470572
194,0,0.169571798,-0.042227839,0.1315171,-0.136156126,0.240478019,-0.101602713,0.161705273,0.212840419,0.105308468,0.05117429
195,0,-0.160647373,0.13409245,0.226542347,0.081309571,0.135977231,-0.145116844,0.045074267,0.016801342,-0.020389115,0.060714601
196,0,-0.236498716,-0.065461339,-0.225314744,-0.002443057,-0.036230985,-0.126408316,0.110933231,-0.236658841,-0.220098721,-0.063594917
197,0,0.25362038,-0.185992923,-0.099200579,-0.084841619,-0.1481844,-0.05816823,-0.105457212,-0.03474323,-0.001923018,-4.39E-05
198,0,0.014193649,-0.023906837,0.029045587,0.114080964,0.088260239,0.083900977,0.185964012,0.023456512,-0.035839842,-0.028055662
199,0,0.173104938,0.324926542,-0.141113286,0.180561695,-0.067677893,-0.14198934,-0.243037859,-0.065860904,-0.020648173,0.006320201
200,0,0.215748862,0.06593839,0.086010483,0.137872457,-0.071651093,0.099729877,0.084408446,0.053865741,0.088654465,-0.054845735
